GeneID	GeneSymbol	Alias	Links	Cytoband	FullName	GeneType
6772	STAT1	CANDF7|IMD31A|IMD31B|IMD31C|ISGF-3|STAT91	MIM:600555|HGNC:HGNC:11362|Ensembl:ENSG00000115415|Vega:OTTHUMG00000132699	2q32.2	signal transducer and activator of transcription 1	protein-coding
673	BRAF	B-RAF1|B-raf|BRAF1|NS7|RAFB1	MIM:164757|HGNC:HGNC:1097|Ensembl:ENSG00000157764|Vega:OTTHUMG00000157457	7q34	B-Raf proto-oncogene, serine/threonine kinase	protein-coding
6717	SRI	CP-22|CP22|SCN|V19	MIM:182520|HGNC:HGNC:11292|Ensembl:ENSG00000075142|Vega:OTTHUMG00000157267	7q21.12	sorcin	protein-coding
6695	SPOCK1	SPOCK|TESTICAN|TIC1	MIM:602264|HGNC:HGNC:11251|Ensembl:ENSG00000152377|Vega:OTTHUMG00000129157	5q31.2	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 1	protein-coding
6660	SOX5	L-SOX5|L-SOX5B|L-SOX5F|LAMSHF	MIM:604975|HGNC:HGNC:11201|Ensembl:ENSG00000134532|Vega:OTTHUMG00000169026	12p12.1	SRY-box 5	protein-coding
654	BMP6	VGR|VGR1	MIM:112266|HGNC:HGNC:1073|Ensembl:ENSG00000153162|Vega:OTTHUMG00000014217	6p24.3	bone morphogenetic protein 6	protein-coding
6502	SKP2	FBL1|FBXL1|FLB1|p45	MIM:601436|HGNC:HGNC:10901|Ensembl:ENSG00000145604|Vega:OTTHUMG00000131106	5p13.2	S-phase kinase associated protein 2	protein-coding
6493	SIM2	HMC13F06|HMC29C01|SIM|bHLHe15	MIM:600892|HGNC:HGNC:10883|Ensembl:ENSG00000159263|Vega:OTTHUMG00000086637	21q22.13	single-minded family bHLH transcription factor 2	protein-coding
6383	SDC2	CD362|HSPG|HSPG1|SYND2	MIM:142460|HGNC:HGNC:10659|Ensembl:ENSG00000169439|Vega:OTTHUMG00000164689	8q22.1	syndecan 2	protein-coding
6363	CCL19	CKb11|ELC|MIP-3b|MIP3B|SCYA19	MIM:602227|HGNC:HGNC:10617|Ensembl:ENSG00000172724|Vega:OTTHUMG00000019833	9p13.3	C-C motif chemokine ligand 19	protein-coding
634	CEACAM1	BGP|BGP1|BGPI	MIM:109770|HGNC:HGNC:1814|Ensembl:ENSG00000079385|Vega:OTTHUMG00000151078	19q13.2	carcinoembryonic antigen related cell adhesion molecule 1	protein-coding
6198	RPS6KB1	PS6K|S6K|S6K-beta-1|S6K1|STK14A|p70 S6KA|p70(S6K)-alpha|p70-S6K|p70-alpha	MIM:608938|HGNC:HGNC:10436|Ensembl:ENSG00000108443|Vega:OTTHUMG00000150642	17q23.1	ribosomal protein S6 kinase B1	protein-coding
60529	ALX4	CRS5|FND2	MIM:605420|HGNC:HGNC:450|Ensembl:ENSG00000052850|Vega:OTTHUMG00000166557	11p11.2	ALX homeobox 4	protein-coding
6050	RNH1	RAI|RNH	MIM:173320|HGNC:HGNC:10074|Ensembl:ENSG00000023191|Vega:OTTHUMG00000119086	11p15.5	ribonuclease/angiogenin inhibitor 1	protein-coding
595	CCND1	BCL1|D11S287E|PRAD1|U21B31	MIM:168461|HGNC:HGNC:1582|Ensembl:ENSG00000110092|Vega:OTTHUMG00000167877	11q13.3	cyclin D1	protein-coding
5927	KDM5A	RBBP-2|RBBP2|RBP2	MIM:180202|HGNC:HGNC:9886|Ensembl:ENSG00000073614|Vega:OTTHUMG00000168055	12p13.33	lysine demethylase 5A	protein-coding
59	ACTA2	AAT6|ACTSA|MYMY5	MIM:102620|HGNC:HGNC:130|Ensembl:ENSG00000107796|Vega:OTTHUMG00000018700	10q23.31	actin, alpha 2, smooth muscle, aorta	protein-coding
5894	RAF1	CMD1NN|CRAF|NS5|Raf-1|c-Raf	MIM:164760|HGNC:HGNC:9829|Ensembl:ENSG00000132155|Vega:OTTHUMG00000129789	3p25.2	Raf-1 proto-oncogene, serine/threonine kinase	protein-coding
5806	PTX3	TNFAIP5|TSG-14	MIM:602492|HGNC:HGNC:9692|Ensembl:ENSG00000163661|Vega:OTTHUMG00000158750	3q25.32	pentraxin 3	protein-coding
57650	CIP2A	KIAA1524|p90	MIM:610643|HGNC:HGNC:29302|Ensembl:ENSG00000163507|Vega:OTTHUMG00000159233	3q13.13	cell proliferation regulating inhibitor of protein phosphatase 2A	protein-coding
57504	MTA3	-	MIM:609050|HGNC:HGNC:23784|Ensembl:ENSG00000057935|Vega:OTTHUMG00000150452	2p21	metastasis associated 1 family member 3	protein-coding
574511	MIR506	MIRN506|hsa-mir-506|mir-506	MIM:300877|HGNC:HGNC:32143|Ensembl:ENSG00000207731|miRBase:MI0003193	Xq27.3	microRNA 506	ncRNA
574456	MIR497	MIRN497|hsa-mir-497|mir-497	MIM:615672|HGNC:HGNC:32088|Ensembl:ENSG00000284027|miRBase:MI0003138	17p13.1	microRNA 497	ncRNA
574452	MIR494	MIRN494|hsa-mir-494|mir-494	MIM:616036|HGNC:HGNC:32084|Ensembl:ENSG00000194717|miRBase:MI0003134	14q32.31	microRNA 494	ncRNA
574442	MIR489	MIRN489|hsa-mir-489|mir-489	MIM:614523|HGNC:HGNC:32074|Ensembl:ENSG00000207656|miRBase:MI0003124	7q21.3	microRNA 489	ncRNA
5744	PTHLH	BDE2|HHM|PLP|PTHR|PTHRP	MIM:168470|HGNC:HGNC:9607|Ensembl:ENSG00000087494|Vega:OTTHUMG00000169221	12p11.22	parathyroid hormone like hormone	protein-coding
57326	PBXIP1	HPIP	HGNC:HGNC:21199|Ensembl:ENSG00000163346|Vega:OTTHUMG00000037369	1q21.3	PBX homeobox interacting protein 1	protein-coding
57144	PAK5	PAK7	MIM:608038|HGNC:HGNC:15916|Ensembl:ENSG00000101349|Vega:OTTHUMG00000031857	20p12.2	p21 (RAC1) activated kinase 5	protein-coding
56998	CTNNBIP1	ICAT	MIM:607758|HGNC:HGNC:16913|Ensembl:ENSG00000178585|Vega:OTTHUMG00000001796	1p36.22	catenin beta interacting protein 1	protein-coding
5653	KLK6	Bssp|Klk7|PRSS18|PRSS9|SP59|hK6	MIM:602652|HGNC:HGNC:6367|Ensembl:ENSG00000167755|Vega:OTTHUMG00000183098	19q13.41	kallikrein related peptidase 6	protein-coding
5652	PRSS8	CAP1|PROSTASIN	MIM:600823|HGNC:HGNC:9491|Ensembl:ENSG00000052344|Vega:OTTHUMG00000176750	16p11.2	protease, serine 8	protein-coding
5626	PROP1	CPHD2|PROP-1	MIM:601538|HGNC:HGNC:9455|Ensembl:ENSG00000175325|Vega:OTTHUMG00000130887	5q35.3	PROP paired-like homeobox 1	protein-coding
5604	MAP2K1	CFC3|MAPKK1|MEK1|MKK1|PRKMK1	MIM:176872|HGNC:HGNC:6840|Ensembl:ENSG00000169032|Vega:OTTHUMG00000133196	15q22.31	mitogen-activated protein kinase kinase 1	protein-coding
55914	ERBIN	ERBB2IP|HEL-S-78|LAP2	MIM:606944|HGNC:HGNC:15842|Ensembl:ENSG00000112851|Vega:OTTHUMG00000097808	5q12.3	erbb2 interacting protein	protein-coding
55727	BTBD7	FUP1	MIM:610386|HGNC:HGNC:18269|Ensembl:ENSG00000011114|Vega:OTTHUMG00000171269	14q32.12	BTB domain containing 7	protein-coding
5562	PRKAA1	AMPK|AMPKa1	MIM:602739|HGNC:HGNC:9376|Ensembl:ENSG00000132356|Vega:OTTHUMG00000162269	5p13.1	protein kinase AMP-activated catalytic subunit alpha 1	protein-coding
55223	TRIM62	DEAR1	MIM:616755|HGNC:HGNC:25574|Ensembl:ENSG00000116525|Vega:OTTHUMG00000004132	1p35.1	tripartite motif containing 62	protein-coding
54778	RNF111	ARK|hRNF111	MIM:605840|HGNC:HGNC:17384|Ensembl:ENSG00000157450|Vega:OTTHUMG00000132716	15q22.1-q22.2	ring finger protein 111	protein-coding
54756	IL17RD	HH18|IL-17RD|IL17RLM|SEF	MIM:606807|HGNC:HGNC:17616|Ensembl:ENSG00000144730|Vega:OTTHUMG00000150171	3p14.3	interleukin 17 receptor D	protein-coding
5329	PLAUR	CD87|U-PAR|UPAR|URKR	MIM:173391|HGNC:HGNC:9053|Ensembl:ENSG00000011422|Vega:OTTHUMG00000182778	19q13.31	plasminogen activator, urokinase receptor	protein-coding
5310	PKD1	PBP|PC1|Pc-1|TRPP1	MIM:601313|HGNC:HGNC:9008|Ensembl:ENSG00000008710|Vega:OTTHUMG00000155795	16p13.3	polycystin 1, transient receptor potential channel interacting	protein-coding
5218	CDK14	PFTAIRE1|PFTK1	MIM:610679|HGNC:HGNC:8883|Ensembl:ENSG00000058091|Vega:OTTHUMG00000023649	7q21.13	cyclin dependent kinase 14	protein-coding
5217	PFN2	D3S1319E|PFL	MIM:176590|HGNC:HGNC:8882|Ensembl:ENSG00000070087|Vega:OTTHUMG00000159683	3q25.1	profilin 2	protein-coding
51684	SUFU	PRO1280|SUFUH|SUFUXL	MIM:607035|HGNC:HGNC:16466|Ensembl:ENSG00000107882|Vega:OTTHUMG00000018966	10q24.32	SUFU negative regulator of hedgehog signaling	protein-coding
51561	IL23A	IL-23|IL-23A|IL23P19|P19|SGRF	MIM:605580|HGNC:HGNC:15488|Ensembl:ENSG00000110944|Vega:OTTHUMG00000187402	12q13.3	interleukin 23 subunit alpha	protein-coding
51438	MAGEC2	CT10|HCA587|MAGEE1	MIM:300468|HGNC:HGNC:13574|Ensembl:ENSG00000046774|Vega:OTTHUMG00000022574	Xq27.2	MAGE family member C2	protein-coding
51361	HOOK1	HK1	MIM:607820|HGNC:HGNC:19884|Ensembl:ENSG00000134709|Vega:OTTHUMG00000008990	1p32.1	hook microtubule tethering protein 1	protein-coding
5133	PDCD1	CD279|PD-1|PD1|SLEB2|hPD-1|hPD-l|hSLE1	MIM:600244|HGNC:HGNC:8760|Ensembl:ENSG00000188389|Vega:OTTHUMG00000151342	2q37.3	programmed cell death 1	protein-coding
51232	CRIM1	CRIM-1|S52	MIM:606189|HGNC:HGNC:2359|Ensembl:ENSG00000150938|Vega:OTTHUMG00000099419	2p22.2	cysteine rich transmembrane BMP regulator 1	protein-coding
51162	EGFL7	NEU1|VE-STATIN|ZNEU1	MIM:608582|HGNC:HGNC:20594|Ensembl:ENSG00000172889|Vega:OTTHUMG00000020938	9q34.3	EGF like domain multiple 7	protein-coding
5093	PCBP1	HEL-S-85|HNRPE1|HNRPX|hnRNP-E1|hnRNP-X	MIM:601209|HGNC:HGNC:8647|Ensembl:ENSG00000169564|Vega:OTTHUMG00000129645	2p13.3	poly(rC) binding protein 1	protein-coding
50848	F11R	CD321|JAM|JAM1|JAMA|JCAM|KAT|PAM-1	MIM:605721|HGNC:HGNC:14685|Ensembl:ENSG00000158769|Vega:OTTHUMG00000028602	1q23.3	F11 receptor	protein-coding
5054	SERPINE1	PAI|PAI-1|PAI1|PLANH1	MIM:173360|HGNC:HGNC:8583|Ensembl:ENSG00000106366|Vega:OTTHUMG00000157107	7q22.1	serpin family E member 1	protein-coding
5045	FURIN	FUR|PACE|PCSK3|SPC1	MIM:136950|HGNC:HGNC:8568|Ensembl:ENSG00000140564|Vega:OTTHUMG00000149831	15q26.1	furin, paired basic amino acid cleaving enzyme	protein-coding
5037	PEBP1	HCNP|HCNPpp|HEL-210|HEL-S-34|HEL-S-96|PBP|PEBP|PEBP-1|RKIP	MIM:604591|HGNC:HGNC:8630|Ensembl:ENSG00000089220|Vega:OTTHUMG00000168860	12q24.23	phosphatidylethanolamine binding protein 1	protein-coding
5029	P2RY2	HP2U|P2RU1|P2U|P2U1|P2UR|P2Y2|P2Y2R	MIM:600041|HGNC:HGNC:8541|Ensembl:ENSG00000175591|Vega:OTTHUMG00000167966	11q13.4	purinergic receptor P2Y2	protein-coding
4792	NFKBIA	IKBA|MAD-3|NFKBI	MIM:164008|HGNC:HGNC:7797|Ensembl:ENSG00000100906|Vega:OTTHUMG00000140220	14q13.2	NFKB inhibitor alpha	protein-coding
4763	NF1	NFNS|VRNF|WSS	MIM:613113|HGNC:HGNC:7765|Ensembl:ENSG00000196712|Vega:OTTHUMG00000132871	17q11.2	neurofibromin 1	protein-coding
4691	NCL	C23|Nsr1	MIM:164035|HGNC:HGNC:7667|Ensembl:ENSG00000115053|Vega:OTTHUMG00000153866	2q37.1	nucleolin	protein-coding
4680	CEACAM6	CD66c|CEAL|NCA	MIM:163980|HGNC:HGNC:1818|Ensembl:ENSG00000086548|Vega:OTTHUMG00000151064	19q13.2	carcinoembryonic antigen related cell adhesion molecule 6	protein-coding
442920	MIR196B	MIRN196B|miR-196b|miRNA196B	MIM:609688|HGNC:HGNC:31790|Ensembl:ENSG00000283745|miRBase:MI0001150	7p15.2	microRNA 196b	ncRNA
442918	MIR373	MIRN373|hsa-mir-373|miRNA373|mir-373	MIM:611954|HGNC:HGNC:31787|Ensembl:ENSG00000199143|miRBase:MI0000781	19q13.42	microRNA 373	ncRNA
442891	MIR135B	MIRN135B|mir-135b	HGNC:HGNC:31760|Ensembl:ENSG00000199059|miRBase:MI0000810	1q32.1	microRNA 135b	ncRNA
441951	ZFAS1	C20orf199|HSUP1|HSUP2|NCRNA00275|ZNFX1-AS1	HGNC:HGNC:33101|Ensembl:ENSG00000177410	20q13.13	ZNFX1 antisense RNA 1	ncRNA
4314	MMP3	CHDS6|MMP-3|SL-1|STMY|STMY1|STR1	MIM:185250|HGNC:HGNC:7173|Ensembl:ENSG00000149968|Vega:OTTHUMG00000048254	11q22.2	matrix metallopeptidase 3	protein-coding
4312	MMP1	CLG|CLGN	MIM:120353|HGNC:HGNC:7155|Ensembl:ENSG00000196611|Vega:OTTHUMG00000048192	11q22.2	matrix metallopeptidase 1	protein-coding
429	ASCL1	ASH1|HASH1|MASH1|bHLHa46	MIM:100790|HGNC:HGNC:738|Ensembl:ENSG00000139352|Vega:OTTHUMG00000169967	12q23.2	achaete-scute family bHLH transcription factor 1	protein-coding
4248	MGAT3	GNT-III|GNT3	MIM:604621|HGNC:HGNC:7046|Ensembl:ENSG00000128268|Vega:OTTHUMG00000030185	22q13.1	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase	protein-coding
4192	MDK	ARAP|MK|NEGF2	MIM:162096|HGNC:HGNC:6972|Ensembl:ENSG00000110492|Vega:OTTHUMG00000150315	11p11.2	midkine (neurite growth-promoting factor 2)	protein-coding
4170	MCL1	BCL2L3|EAT|MCL1-ES|MCL1L|MCL1S|Mcl-1|TM|bcl2-L-3|mcl1/EAT	MIM:159552|HGNC:HGNC:6943|Ensembl:ENSG00000143384|Vega:OTTHUMG00000034867	1q21.2	MCL1, BCL2 family apoptosis regulator	protein-coding
407042	MIR34C	MIRN34C|miRNA34C|mir-34c	MIM:611375|HGNC:HGNC:31637|Ensembl:ENSG00000207562|miRBase:MI0000743	11q23.1	microRNA 34c	ncRNA
407039	MIR33A	MIR33|MIRN33|MIRN33A|hsa-mir-33|hsa-mir-33a|miR-33|miRNA33A|mir-33a	MIM:612156|HGNC:HGNC:31634|Ensembl:ENSG00000207932|miRBase:MI0000091	22q13.2	microRNA 33a	ncRNA
407033	MIR30D	MIRN30D|mir-30d	HGNC:HGNC:31628|Ensembl:ENSG00000199153|miRBase:MI0000255	8q24.22	microRNA 30d	ncRNA
407027	MIR301A	MIR301|MIRN301|MIRN301A|mir-301a	MIM:615675|HGNC:HGNC:31622|Ensembl:ENSG00000207996|miRBase:MI0000745	17q22	microRNA 301a	ncRNA
407018	MIR27A	MIR27|MIRN27A|mir-27a	MIM:612153|HGNC:HGNC:31613|Ensembl:ENSG00000207808|miRBase:MI0000085	19p13.12	microRNA 27a	ncRNA
407012	MIR24-1	MIR189|MIRN24-1|miR-24-1|miRNA24-1	MIM:609705|HGNC:HGNC:31607|Ensembl:ENSG00000284459|miRBase:MI0000080	9q22.32	microRNA 24-1	ncRNA
407009	MIR224	MIRN224|miRNA224	MIM:300769|HGNC:HGNC:31604|Ensembl:ENSG00000284363|miRBase:MI0000301	Xq28	microRNA 224	ncRNA
407008	MIR223	MIRN223|miRNA223|mir-223	MIM:300694|HGNC:HGNC:31603|Ensembl:ENSG00000284567|miRBase:MI0000300	Xq12	microRNA 223	ncRNA
407001	MIR218-2	MIRN218-2|mir-218-2	MIM:616771|HGNC:HGNC:31596|Ensembl:ENSG00000207739|miRBase:MI0000295	5q34	microRNA 218-2	ncRNA
406989	MIR206	MIRN206|miRNA206|mir-206	MIM:611599|HGNC:HGNC:31584|Ensembl:ENSG00000207604|miRBase:MI0000490	6p12.2	microRNA 206	ncRNA
406982	MIR20A	C13orf25|MIR17HG|MIR20|MIRH1|MIRHG1|MIRN20|MIRN20A|hsa-mir-20|hsa-mir-20a|miR-20|miRNA20A|mir-20a	MIM:609420|HGNC:HGNC:31577|Ensembl:ENSG00000283762|miRBase:MI0000076	13q31.3	microRNA 20a	ncRNA
406976	MIR199A1	MIR-199-s|MIRN199A1|mir-199a-1	MIM:610719|HGNC:HGNC:31571|Ensembl:ENSG00000207752|miRBase:MI0000242	19p13.2	microRNA 199a-1	ncRNA
406968	MIR193A	MIRN193|MIRN193A|mir-193a	MIM:614733|HGNC:HGNC:31563|Ensembl:ENSG00000207614|miRBase:MI0000487	17q11.2	microRNA 193a	ncRNA
406966	MIR191	MIRN191|miR-191	MIM:615150|HGNC:HGNC:31561|Ensembl:ENSG00000207605|miRBase:MI0000465	3p21.31	microRNA 191	ncRNA
406963	MIR187	MIRN187|miR-187|miRNA187	MIM:612698|HGNC:HGNC:31558|Ensembl:ENSG00000207797|miRBase:MI0000274	18q12.2	microRNA 187	ncRNA
406959	MIR183	MIRN183|miR-183|miRNA183	MIM:611608|HGNC:HGNC:31554|Ensembl:ENSG00000207691|miRBase:MI0000273	7q32.2	microRNA 183	ncRNA
406950	MIR16-1	MIRN16-1|miRNA16-1|mir-16-1	MIM:609704|HGNC:HGNC:31545|Ensembl:ENSG00000208006|miRBase:MI0000070	13q14.2	microRNA 16-1	ncRNA
406949	MIR15B	MIRN15B|hsa-mir-15b|miR-15b	HGNC:HGNC:31544|Ensembl:ENSG00000207779|miRBase:MI0000438	3q25.33	microRNA 15b	ncRNA
406948	MIR15A	MIRN15A|hsa-mir-15a|miRNA15A|mir-15a	MIM:609703|HGNC:HGNC:31543|Ensembl:ENSG00000283785|miRBase:MI0000069	13q14.2	microRNA 15a	ncRNA
406944	MIR153-1	MIRN153-1|mir-153-1	HGNC:HGNC:31539|Ensembl:ENSG00000207647|miRBase:MI0000463	2q35	microRNA 153-1	ncRNA
406938	MIR146A	MIRN146|MIRN146A|miR-146a|miRNA146A	MIM:610566|HGNC:HGNC:31533|Ensembl:ENSG00000283733|miRBase:MI0000477	5q33.3	microRNA 146a	ncRNA
406925	MIR135A1	MIRN135-1|MIRN135A1|mir-135a-1	HGNC:HGNC:31520|Ensembl:ENSG00000207926|miRBase:MI0000452	3p21.2	microRNA 135a-1	ncRNA
406924	MIR134	MIRN134|mir-134	MIM:610164|HGNC:HGNC:31519|Ensembl:ENSG00000207993|miRBase:MI0000474	14q32.31	microRNA 134	ncRNA
406921	MIR132	MIRN132|miRNA132|mir-132	MIM:610016|HGNC:HGNC:31516|Ensembl:ENSG00000267200|miRBase:MI0000449	17p13.3	microRNA 132	ncRNA
406909	MIR124-3	MIRN124-3|MIRN124A3|mir-124-3	HGNC:HGNC:31504|Ensembl:ENSG00000207598|miRBase:MI0000445	20q13.33	microRNA 124-3	ncRNA
406908	MIR124-2	MIRN124-2|MIRN124A2|mir-124-2	HGNC:HGNC:31503|Ensembl:ENSG00000207816|miRBase:MI0000444	8q12.3	microRNA 124-2	ncRNA
406906	MIR122	MIR122A|MIRN122|MIRN122A|hsa-mir-122|miRNA122|miRNA122A|mir-122	MIM:609582|HGNC:HGNC:31501|Ensembl:ENSG00000284440|miRBase:MI0000442	18q21.31	microRNA 122	ncRNA
406894	MIR101-2	MIRN101-2|mir-101-2	MIM:612512|HGNC:HGNC:31489|Ensembl:ENSG00000199065|miRBase:MI0000739	9p24.1	microRNA 101-2	ncRNA
406892	MIR100	MIRN100|miR-100	MIM:613186|HGNC:HGNC:31487|Ensembl:ENSG00000207994|miRBase:MI0000102	11q24.1	microRNA 100	ncRNA
4000	LMNA	CDCD1|CDDC|CMD1A|CMT2B1|EMD2|FPL|FPLD|FPLD2|HGPS|IDC|LDP1|LFP|LGMD1B|LMN1|LMNC|LMNL1|MADA|PRO1	MIM:150330|HGNC:HGNC:6636|Ensembl:ENSG00000160789|Vega:OTTHUMG00000013961	1q22	lamin A/C	protein-coding
3958	LGALS3	CBP35|GAL3|GALBP|GALIG|L31|LGALS2|MAC2	MIM:153619|HGNC:HGNC:6563|Ensembl:ENSG00000131981|Vega:OTTHUMG00000171030	14q22.3	galectin 3	protein-coding
3927	LASP1	Lasp-1|MLN50	MIM:602920|HGNC:HGNC:6513|Ensembl:ENSG00000002834|Vega:OTTHUMG00000133182	17q12	LIM and SH3 protein 1	protein-coding
3911	LAMA5	-	MIM:601033|HGNC:HGNC:6485|Ensembl:ENSG00000130702|Vega:OTTHUMG00000032908	20q13.33	laminin subunit alpha 5	protein-coding
3815	KIT	C-Kit|CD117|PBT|SCFR	MIM:164920|HGNC:HGNC:6342|Ensembl:ENSG00000157404|Vega:OTTHUMG00000128713	4q12	KIT proto-oncogene receptor tyrosine kinase	protein-coding
3732	CD82	4F9|C33|GR15|IA4|KAI1|R2|SAR2|ST6|TSPAN27	MIM:600623|HGNC:HGNC:6210|Ensembl:ENSG00000085117|Vega:OTTHUMG00000166472	11p11.2	CD82 molecule	protein-coding
3720	JARID2	JMJ	MIM:601594|HGNC:HGNC:6196|Ensembl:ENSG00000008083|Vega:OTTHUMG00000014293	6p22.3	jumonji and AT-rich interaction domain containing 2	protein-coding
3691	ITGB4	CD104|GP150	MIM:147557|HGNC:HGNC:6158|Ensembl:ENSG00000132470|Vega:OTTHUMG00000179814	17q25.1	integrin subunit beta 4	protein-coding
3675	ITGA3	CD49C|FRP-2|GAP-B3|GAPB3|ILNEB|MSK18|VCA-2|VL3A|VLA3a	MIM:605025|HGNC:HGNC:6139|Ensembl:ENSG00000005884|Vega:OTTHUMG00000161890	17q21.33	integrin subunit alpha 3	protein-coding
3673	ITGA2	BR|CD49B|GPIa|HPA-5|VLA-2|VLAA2	MIM:192974|HGNC:HGNC:6137|Ensembl:ENSG00000164171|Vega:OTTHUMG00000131165	5q11.2	integrin subunit alpha 2	protein-coding
362	AQP5	AQP-5|PPKB	MIM:600442|HGNC:HGNC:638|Ensembl:ENSG00000161798|Vega:OTTHUMG00000169710	12q13.12	aquaporin 5	protein-coding
360	AQP3	AQP-3|GIL	MIM:600170|HGNC:HGNC:636|Ensembl:ENSG00000165272|Vega:OTTHUMG00000019769	9p13.3	aquaporin 3 (Gill blood group)	protein-coding
3589	IL11	AGIF|IL-11	MIM:147681|HGNC:HGNC:5966|Ensembl:ENSG00000095752|Vega:OTTHUMG00000180789	19q13.42	interleukin 11	protein-coding
3579	CXCR2	CD182|CDw128b|CMKAR2|IL8R2|IL8RA|IL8RB	MIM:146928|HGNC:HGNC:6027|Ensembl:ENSG00000180871|Vega:OTTHUMG00000133107	2q35	C-X-C motif chemokine receptor 2	protein-coding
346389	MACC1	7A5|SH3BP4L	MIM:612646|HGNC:HGNC:30215|Ensembl:ENSG00000183742|Vega:OTTHUMG00000128415	7p21.1	MACC1, MET transcriptional regulator	protein-coding
3371	TNC	150-225|DFNA56|GMEM|GP|HXB|JI|TN|TN-C	MIM:187380|HGNC:HGNC:5318|Ensembl:ENSG00000041982|Vega:OTTHUMG00000021010	9q33.1	tenascin C	protein-coding
3280	HES1	HES-1|HHL|HRY|bHLHb39	MIM:139605|HGNC:HGNC:5192|Ensembl:ENSG00000114315|Vega:OTTHUMG00000155984	3q29	hes family bHLH transcription factor 1	protein-coding
3276	PRMT1	ANM1|HCP1|HRMT1L2|IR1B4	MIM:602950|HGNC:HGNC:5187|Ensembl:ENSG00000126457|Vega:OTTHUMG00000167568	19q13.33	protein arginine methyltransferase 1	protein-coding
3265	HRAS	C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras	MIM:190020|HGNC:HGNC:5173|Ensembl:ENSG00000174775|Vega:OTTHUMG00000131919	11p15.5	HRas proto-oncogene, GTPase	protein-coding
3219	HOXB9	HOX-2.5|HOX2|HOX2E	MIM:142964|HGNC:HGNC:5120|Ensembl:ENSG00000170689|Vega:OTTHUMG00000159907	17q21.32	homeobox B9	protein-coding
3206	HOXA10	HOX1|HOX1.8|HOX1H|PL	MIM:142957|HGNC:HGNC:5100|Ensembl:ENSG00000253293|Vega:OTTHUMG00000023436	7p15.2	homeobox A10	protein-coding
3149	HMGB3	HMG-2a|HMG-4|HMG2A|HMG4	MIM:300193|HGNC:HGNC:5004|Ensembl:ENSG00000029993|Vega:OTTHUMG00000024162	Xq28	high mobility group box 3	protein-coding
3090	HIC1	ZBTB29|ZNF901|hic-1	MIM:603825|HGNC:HGNC:4909|Ensembl:ENSG00000177374|Vega:OTTHUMG00000177635	17p13.3	HIC ZBTB transcriptional repressor 1	protein-coding
3066	HDAC2	HD2|RPD3|YAF1	MIM:605164|HGNC:HGNC:4853|Ensembl:ENSG00000196591|Vega:OTTHUMG00000015411	6q21	histone deacetylase 2	protein-coding
3014	H2AFX	H2A.X|H2A/X|H2AX	MIM:601772|HGNC:HGNC:4739|Ensembl:ENSG00000188486|Vega:OTTHUMG00000166196	11q23.3	H2A histone family member X	protein-coding
2934	GSN	ADF|AGEL	MIM:137350|HGNC:HGNC:4620|Ensembl:ENSG00000148180|Vega:OTTHUMG00000020584	9q33.2	gelsolin	protein-coding
29128	UHRF1	ICBP90|Np95|RNF106|TDRD22|hNP95|hUHRF1|huNp95	MIM:607990|HGNC:HGNC:12556|Ensembl:ENSG00000276043|Vega:OTTHUMG00000180251	19p13.3	ubiquitin like with PHD and ring finger domains 1	protein-coding
29034	CPS1-IT1	CPS1-IT|CPS1IT|CPS1IT1|PRO0132	HGNC:HGNC:30102|Ensembl:ENSG00000280837	2q34	CPS1 intronic transcript 1	ncRNA
28996	HIPK2	PRO0593	MIM:606868|HGNC:HGNC:14402|Ensembl:ENSG00000064393|Vega:OTTHUMG00000157704	7q34	homeodomain interacting protein kinase 2	protein-coding
2896	GRN	CLN11|GEP|GP88|PCDGF|PEPI|PGRN	MIM:138945|HGNC:HGNC:4601|Ensembl:ENSG00000030582|Vega:OTTHUMG00000181816	17q21.31	granulin precursor	protein-coding
2854	GPR32	RVDR1	MIM:603195|HGNC:HGNC:4487|Ensembl:ENSG00000142511|Vega:OTTHUMG00000183079	19q13.33	G protein-coupled receptor 32	protein-coding
283	ANG	ALS9|HEL168|RAA1|RNASE4|RNASE5	MIM:105850|HGNC:HGNC:483|Ensembl:ENSG00000214274|Vega:OTTHUMG00000029576	14q11.2	angiogenin	protein-coding
2736	GLI2	CJS|HPE9|PHS2|THP1|THP2	MIM:165230|HGNC:HGNC:4318|Ensembl:ENSG00000074047|Vega:OTTHUMG00000153741	2q14.2	GLI family zinc finger 2	protein-coding
2705	GJB1	CMTX|CMTX1|CX32	MIM:304040|HGNC:HGNC:4283|Ensembl:ENSG00000169562|Vega:OTTHUMG00000021797	Xq13.1	gap junction protein beta 1	protein-coding
27035	NOX1	GP91-2|MOX1|NOH-1|NOH1	MIM:300225|HGNC:HGNC:7889|Ensembl:ENSG00000007952|Vega:OTTHUMG00000022007	Xq22.1	NADPH oxidase 1	protein-coding
26018	LRIG1	LIG-1|LIG1	MIM:608868|HGNC:HGNC:17360|Ensembl:ENSG00000144749|Vega:OTTHUMG00000158727	3p14.1	leucine rich repeats and immunoglobulin like domains 1	protein-coding
