gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cells	DC	EVT_1	EVT_2	Endo_F	Endo_L	Endo_M	GC	Granulocytes	HOFB	ILC3	M3	MO	NK	PV	Plasma	SCT	T_cells	VCT	VCT_CCC	VCT_fusing	VCT_p	dDC	dEpi_lumenal	dEpi_secretory	dM1	dM2	dNK1	dNK2	dNK3	dS1	dS2	dS3	dT_cells	dT_regs	eEVT	fF1	fF2	iEVT	uSMC
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-CS0EA6AE0F7	0.024	0.023	0.079	0.147	0.554	0.55	0.701	0.0	0.079	0.046	0.055	0.02	0.024	0.02	0.095	0.018	0.147	0.011	0.212	0.144	0.065	0.232	0.081	0.368	0.422	0.047	0.071	0.049	0.043	0.033	0.088	0.096	0.013	0.024	0.027	0.087	0.194	0.169	0.167	0.204
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-CS07A47FD47	0.024	0.023	0.079	0.147	0.554	0.55	0.701	0.0	0.079	0.046	0.055	0.02	0.024	0.02	0.095	0.018	0.147	0.011	0.212	0.144	0.065	0.232	0.081	0.368	0.422	0.047	0.071	0.049	0.043	0.033	0.088	0.096	0.013	0.024	0.027	0.087	0.194	0.169	0.167	0.204
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-CS0E9155EA2	0.024	0.023	0.079	0.147	0.554	0.55	0.701	0.0	0.079	0.046	0.055	0.02	0.024	0.02	0.095	0.018	0.147	0.011	0.212	0.144	0.065	0.232	0.081	0.368	0.422	0.047	0.071	0.049	0.043	0.033	0.088	0.096	0.013	0.024	0.027	0.087	0.194	0.169	0.167	0.204
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-CS0A5EAECEB	0.024	0.023	0.079	0.147	0.554	0.55	0.701	0.0	0.079	0.046	0.055	0.02	0.024	0.02	0.095	0.018	0.147	0.011	0.212	0.144	0.065	0.232	0.081	0.368	0.422	0.047	0.071	0.049	0.043	0.033	0.088	0.096	0.013	0.024	0.027	0.087	0.194	0.169	0.167	0.204
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-CS01C37C086	0.024	0.023	0.079	0.147	0.554	0.55	0.701	0.0	0.079	0.046	0.055	0.02	0.024	0.02	0.095	0.018	0.147	0.011	0.212	0.144	0.065	0.232	0.081	0.368	0.422	0.047	0.071	0.049	0.043	0.033	0.088	0.096	0.013	0.024	0.027	0.087	0.194	0.169	0.167	0.204
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-CS09F32EE7D	0.024	0.023	0.079	0.147	0.554	0.55	0.701	0.0	0.079	0.046	0.055	0.02	0.024	0.02	0.095	0.018	0.147	0.011	0.212	0.144	0.065	0.232	0.081	0.368	0.422	0.047	0.071	0.049	0.043	0.033	0.088	0.096	0.013	0.024	0.027	0.087	0.194	0.169	0.167	0.204
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-CS06AC68D62	0.024	0.023	0.079	0.147	0.554	0.55	0.701	0.0	0.079	0.046	0.055	0.02	0.024	0.02	0.095	0.018	0.147	0.011	0.212	0.144	0.065	0.232	0.081	0.368	0.422	0.047	0.071	0.049	0.043	0.033	0.088	0.096	0.013	0.024	0.027	0.087	0.194	0.169	0.167	0.204
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-CS01A61D08D	0.024	0.023	0.079	0.147	0.554	0.55	0.701	0.0	0.079	0.046	0.055	0.02	0.024	0.02	0.095	0.018	0.147	0.011	0.212	0.144	0.065	0.232	0.081	0.368	0.422	0.047	0.071	0.049	0.043	0.033	0.088	0.096	0.013	0.024	0.027	0.087	0.194	0.169	0.167	0.204
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-CS0A16E48B6	0.024	0.023	0.079	0.147	0.554	0.55	0.701	0.0	0.079	0.046	0.055	0.02	0.024	0.02	0.095	0.018	0.147	0.011	0.212	0.144	0.065	0.232	0.081	0.368	0.422	0.047	0.071	0.049	0.043	0.033	0.088	0.096	0.013	0.024	0.027	0.087	0.194	0.169	0.167	0.204
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-CS035AE34D1	0.024	0.023	0.079	0.147	0.554	0.55	0.701	0.0	0.079	0.046	0.055	0.02	0.024	0.02	0.095	0.018	0.147	0.011	0.212	0.144	0.065	0.232	0.081	0.368	0.422	0.047	0.071	0.049	0.043	0.033	0.088	0.096	0.013	0.024	0.027	0.087	0.194	0.169	0.167	0.204
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS04B8C1A44	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0613E3AB7	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS00C4AD735	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS04EF3E555	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS086CDC104	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0F6C6BD92	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0D35A8B40	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0E1E8DC79	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS05835BB8A	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS03C03A2E0	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0BDB8F8B9	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0542286CC	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0A13F16D1	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS020569D97	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS01659EF1B	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0003E8838	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS037DFC929	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0754A8484	0.01	0.008	0.006	0.016	0.005	0.015	0.012	0.0	0.018	0.016	0.006	0.009	0.007	0.0	0.045	0.0	0.018	0.007	0.006	0.023	0.011	0.004	0.003	0.047	0.005	0.009	0.012	0.005	0.002	0.002	0.018	0.007	0.001	0.001	0.005	0.0	0.355	0.154	0.01	0.032
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS000A36A67	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0AE8152FD	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0A0235348	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0F983512F	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS04B8D01CF	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0873A3572	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS08643D43B	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0ACA88C98	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0580F59AA	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0890C1FEE	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0CFE5516F	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS044E2BF6D	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS024EB9593	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0625ED389	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS083662BA7	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0420BF1AD	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0D956B26D	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS014F1F730	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0DA23193F	0.009	0.002	0.005	0.007	0.055	0.032	0.111	0.0	0.0	0.012	0.005	0.001	0.005	0.004	0.099	0.0	0.003	0.006	0.002	0.004	0.002	0.005	0.005	0.024	0.018	0.008	0.013	0.006	0.006	0.002	0.023	0.028	0.011	0.004	0.003	0.061	0.018	0.009	0.013	0.015
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS09D722BE6	0.0	0.0	0.001	0.004	0.003	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.007	0.003	0.007	0.001	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0F6EF74BE	0.0	0.0	0.001	0.004	0.003	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.007	0.003	0.007	0.001	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0E2A9E72A	0.0	0.0	0.001	0.004	0.003	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.007	0.003	0.007	0.001	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0D1C88065	0.0	0.0	0.001	0.004	0.003	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.007	0.003	0.007	0.001	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0CD275AB1	0.0	0.0	0.001	0.004	0.003	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.007	0.003	0.007	0.001	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS073016411	0.0	0.0	0.001	0.004	0.003	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.007	0.003	0.007	0.001	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0DFEE920D	0.0	0.0	0.001	0.004	0.003	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.007	0.003	0.007	0.001	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0CCD3D0A1	0.0	0.0	0.001	0.004	0.003	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.007	0.003	0.007	0.001	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS05FC0F405	0.0	0.0	0.001	0.004	0.003	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.007	0.003	0.007	0.001	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS01757E3CC	0.0	0.0	0.001	0.004	0.003	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.007	0.003	0.007	0.001	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS000EEBB11	0.0	0.0	0.001	0.004	0.003	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.007	0.003	0.007	0.001	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS05DE238C6	0.0	0.0	0.001	0.004	0.003	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.007	0.003	0.007	0.001	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0F9D91F7C	0.0	0.0	0.001	0.004	0.003	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.007	0.003	0.007	0.001	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0C63C1412	0.0	0.0	0.001	0.004	0.003	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.007	0.003	0.007	0.001	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0A726826A	0.0	0.0	0.001	0.004	0.003	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.007	0.003	0.007	0.001	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS03B3709D5	0.0	0.0	0.001	0.004	0.003	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.007	0.003	0.007	0.001	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0A54AB810	0.0	0.0	0.001	0.004	0.003	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.007	0.003	0.007	0.001	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001
LRP6	O75581	True	LRP6_HUMAN	Kremen1_LRP6	CPI-CS087CB7080	0.024	0.023	0.037	0.091	0.124	0.121	0.152	0.0	0.137	0.07	0.054	0.022	0.035	0.02	0.155	0.029	0.147	0.011	0.212	0.144	0.065	0.232	0.094	0.254	0.222	0.052	0.09	0.042	0.035	0.033	0.274	0.379	0.138	0.03	0.036	0.157	0.13	0.1	0.113	0.235
LRP6	O75581	True	LRP6_HUMAN	Kremen1_LRP6	CPI-CS0F6E83D4B	0.024	0.023	0.037	0.091	0.124	0.121	0.152	0.0	0.137	0.07	0.054	0.022	0.035	0.02	0.155	0.029	0.147	0.011	0.212	0.144	0.065	0.232	0.094	0.254	0.222	0.052	0.09	0.042	0.035	0.033	0.274	0.379	0.138	0.03	0.036	0.157	0.13	0.1	0.113	0.235
LRP6	O75581	True	LRP6_HUMAN	Kremen2_LRP6	CPI-CS0D1C23747	0.005	0.0	0.008	0.006	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.003	0.002	0.0	0.0	0.014	0.001	0.003	0.002	0.004	0.0	0.003	0.008	0.0	0.0	0.001	0.003	0.002	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.005	0.001
